split,index,case_id,source,image_path,mask_path,image_exists,mask_exists,image_shape,mask_shape,image_dim0,image_dim1,image_dim2,mask_dim0,mask_dim1,mask_dim2,image_voxels,mask_voxels,image_spacing,mask_spacing,shape_match,has_label,positive_voxels,total_voxels,positive_ratio,error
train_new,32,MCF16,MCF,data\images\MCF16.nii.gz,data\masks\cyst_mcf_16.nii.gz,True,True,320x320x40,320x320x40,320,320,40,320,320,40,4096000,4096000,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,2185,4096000,0.000533447265625,
train_new,33,NYU0142,NYU,data\images\NYU0142.nii.gz,data\masks\cyst_nyu_0142.nii.gz,True,True,320x320x37,320x320x37,320,320,37,320,320,37,3788800,3788800,1.09375x1.09375x6.00001,1.09375x1.09375x6.00001,True,True,592,3788800,0.00015625,
train_new,34,NYU0075,NYU,data\images\NYU0075.nii.gz,data\masks\cyst_nyu_0075.nii.gz,True,True,320x320x46,320x320x46,320,320,46,320,320,46,4710400,4710400,1.40625x1.40625x6,1.40625x1.40625x6,True,True,333,4710400,7.069463315217392e-05,
train_new,35,NYU0137,NYU,data\images\NYU0137.nii.gz,data\masks\cyst_nyu_0137.nii.gz,True,True,256x208x62,256x208x62,256,208,62,256,208,62,3301376,3301376,1.26953x1.26953x4.4,1.26953x1.26953x4.4,True,True,456,3301376,0.00013812422456575683,
train_new,36,IU37,IU,data\images\IU37.nii.gz,data\masks\cyst_iu_37.nii.gz,True,True,512x416x45,512x416x45,512,416,45,512,416,45,9584640,9584640,0.78125x0.78125x7.2,0.78125x0.78125x7.2,True,True,561,9584640,5.853114983974359e-05,
train_new,37,NU149,NU,data\images\NU149.nii.gz,data\masks\cyst_nu_149.nii.gz,True,True,320x260x52,320x260x52,320,260,52,320,260,52,4326400,4326400,1.25x1.25x6,1.25x1.25x6,True,True,1122,4326400,0.0002593380177514793,
train_new,38,EMC018,EMC,data\images\EMC018.nii.gz,data\masks\cyst_emc_018.nii.gz,True,True,512x512x31,512x512x31,512,512,31,512,512,31,8126464,8126464,0.8984x0.8984x6.6,0.8984x0.8984x6.6,True,True,878,8126464,0.00010804207094254033,
train_new,39,AHN75,AHN,data\images\AHN75.nii.gz,data\masks\cyst_ahn_75.nii.gz,True,True,256x208x33,256x208x33,256,208,33,256,208,33,1757184,1757184,1.48438x1.48438x6,1.48438x1.48438x6,True,True,2899,1757184,0.001649798768939394,
train_new,40,CAD149,CAD,data\images\CAD149.nii.gz,data\masks\cyst_cad_149.nii.gz,True,True,256x256x36,256x256x36,256,256,36,256,256,36,2359296,2359296,1.17188x1.17188x4.39999,1.17188x1.17188x4.39999,True,True,1457,2359296,0.0006175571017795139,
train_new,41,CAD297,CAD,data\images\CAD297.nii.gz,data\masks\cyst_cad_297.nii.gz,True,True,256x256x36,256x256x36,256,256,36,256,256,36,2359296,2359296,1.13281x1.13281x4.39999,1.13281x1.13281x4.39999,True,True,1862,2359296,0.0007892184787326389,
train_new,42,CAD174,CAD,data\images\CAD174.nii.gz,data\masks\cyst_cad_174.nii.gz,True,True,256x256x40,256x256x40,256,256,40,256,256,40,2621440,2621440,1.01562x1.01562x3.3,1.01562x1.01562x3.3,True,True,473,2621440,0.0001804351806640625,
train_new,43,AHN16,AHN,data\images\AHN16.nii.gz,data\masks\cyst_ahn_16.nii.gz,True,True,320x320x27,320x320x27,320,320,27,320,320,27,2764800,2764800,1.125x1.125x7.5,1.125x1.125x7.5,True,True,209,2764800,7.55931712962963e-05,
train_new,44,NYU0130,NYU,data\images\NYU0130.nii.gz,data\masks\cyst_nyu_0130.nii.gz,True,True,320x320x50,320x320x50,320,320,50,320,320,50,5120000,5120000,1.40625x1.40625x6,1.40625x1.40625x6,True,True,10628,5120000,0.00207578125,
train_new,45,NU153,NU,data\images\NU153.nii.gz,data\masks\cyst_nu_153.nii.gz,True,True,320x256x50,320x256x50,320,256,50,320,256,50,4096000,4096000,1.1875x1.1875x6,1.1875x1.1875x6,True,True,133,4096000,3.2470703125e-05,
train_new,46,NU118,NU,data\images\NU118.nii.gz,data\masks\cyst_nu_118.nii.gz,True,True,320x320x56,320x320x56,320,320,56,320,320,56,5734400,5734400,1.1875x1.1875x5,1.1875x1.1875x5,True,True,797,5734400,0.00013898577008928571,
train_new,47,NU26,NU,data\images\NU26.nii.gz,data\masks\cyst_nu_26.nii.gz,True,True,320x260x45,320x260x45,320,260,45,320,260,45,3744000,3744000,1.25x1.25x6,1.25x1.25x6,True,True,69,3744000,1.842948717948718e-05,
train_new,48,IU62,IU,data\images\IU62.nii.gz,data\masks\cyst_iu_62.nii.gz,True,True,512x512x35,512x512x35,512,512,35,512,512,35,9175040,9175040,0.771484x0.771484x6.6,0.771484x0.771484x6.6,True,True,10527,9175040,0.0011473519461495535,
train_new,49,MCA124,MCA,data\images\MCA124.nii.gz,data\masks\cyst_mca_124.nii.gz,True,True,512x512x33,512x512x33,512,512,33,512,512,33,8650752,8650752,0.7031x0.7031x9,0.7031x0.7031x9,True,True,548,8650752,6.334709398674242e-05,
train_new,50,MCA126,MCA,data\images\MCA126.nii.gz,data\masks\cyst_mca_126.nii.gz,True,True,512x512x40,512x512x40,512,512,40,512,512,40,10485760,10485760,0.7813x0.7813x7,0.7813x0.7813x7,True,True,2453,10485760,0.00023393630981445314,
train_new,51,NYU0032,NYU,data\images\NYU0032.nii.gz,data\masks\cyst_nyu_0032.nii.gz,True,True,256x256x55,256x256x55,256,256,55,256,256,55,3604480,3604480,1.46484x1.46484x4.4,1.46484x1.46484x4.4,True,True,5517,3604480,0.0015305952592329546,
train_new,52,IU23,IU,data\images\IU23.nii.gz,data\masks\cyst_iu_23.nii.gz,True,True,336x336x28,336x336x28,336,336,28,336,336,28,3161088,3161088,1.14583x1.14583x8,1.14583x1.14583x8,True,True,687,3161088,0.00021733023566569484,
train_new,53,IU12,IU,data\images\IU12.nii.gz,data\masks\cyst_iu_12.nii.gz,True,True,320x260x35,320x260x35,320,260,35,320,260,35,2912000,2912000,1.125x1.125x7.2,1.125x1.125x7.2,True,True,810,2912000,0.0002781593406593407,
train_new,54,CAD255,CAD,data\images\CAD255.nii.gz,data\masks\cyst_cad_255.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,0.976562x0.976562x4.4,0.976562x0.976562x4.4,True,True,836,1966080,0.0004252115885416667,
train_new,55,EMC012,EMC,data\images\EMC012.nii.gz,data\masks\cyst_emc_012.nii.gz,True,True,512x512x42,512x512x42,512,512,42,512,512,42,11010048,11010048,0.878906x0.878906x6,0.878906x0.878906x6,True,True,11493,11010048,0.0010438646589006697,
train_new,56,CAD226,CAD,data\images\CAD226.nii.gz,data\masks\cyst_cad_226.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,983,1966080,0.0004999796549479167,
train_new,57,CAD315,CAD,data\images\CAD315.nii.gz,data\masks\cyst_cad_315.nii.gz,True,True,256x256x28,256x256x28,256,256,28,256,256,28,1835008,1835008,0.9375x0.9375x4.39999,0.9375x0.9375x4.39999,True,True,10922,1835008,0.005952017647879464,
train_new,58,NYU0143,NYU,data\images\NYU0143.nii.gz,data\masks\cyst_nyu_0143.nii.gz,True,True,256x256x40,256x256x40,256,256,40,256,256,40,2621440,2621440,1.66016x1.66016x6.25001,1.66016x1.66016x6.25001,True,True,261,2621440,9.95635986328125e-05,
train_new,59,NU57,NU,data\images\NU57.nii.gz,data\masks\cyst_nu_57.nii.gz,True,True,320x320x48,320x320x48,320,320,48,320,320,48,4915200,4915200,1.0625x1.0625x5,1.0625x1.0625x5,True,True,868,4915200,0.00017659505208333335,
train_new,60,NYU0018,NYU,data\images\NYU0018.nii.gz,data\masks\cyst_nyu_0018.nii.gz,True,True,256x224x67,256x224x67,256,224,67,256,224,67,3842048,3842048,1.5625x1.5625x4.39999,1.5625x1.5625x4.39999,True,True,8758,3842048,0.0022795134261727077,
train_new,61,CAD160,CAD,data\images\CAD160.nii.gz,data\masks\cyst_cad_160.nii.gz,True,True,256x256x36,256x256x36,256,256,36,256,256,36,2359296,2359296,1.13281x1.13281x4.40001,1.13281x1.13281x4.40001,True,True,2606,2359296,0.0011045667860243055,
train_new,62,IU63,IU,data\images\IU63.nii.gz,data\masks\cyst_iu_63.nii.gz,True,True,320x260x35,320x260x35,320,260,35,320,260,35,2912000,2912000,1.1875x1.1875x7.2,1.1875x1.1875x7.2,True,True,540,2912000,0.00018543956043956045,
train_new,63,EMC073,EMC,data\images\EMC073.nii.gz,data\masks\cyst_emc_073.nii.gz,True,True,256x208x26,256x208x26,256,208,26,256,208,26,1384448,1384448,1.48438x1.48438x7.2,1.48438x1.48438x7.2,True,True,1075,1384448,0.0007764827570266273,
train_new,64,NU113,NU,data\images\NU113.nii.gz,data\masks\cyst_nu_113.nii.gz,True,True,512x512x35,512x512x35,512,512,35,512,512,35,9175040,9175040,0.8398x0.8398x7,0.8398x0.8398x7,True,True,189,9175040,2.0599365234375e-05,
train_new,65,NYU0160,NYU,data\images\NYU0160.nii.gz,data\masks\cyst_nyu_0160.nii.gz,True,True,384x324x53,384x324x53,384,324,53,384,324,53,6594048,6594048,1.17188x1.17188x6,1.17188x1.17188x6,True,True,88,6594048,1.3345368429225872e-05,
train_new,66,MCF38,MCF,data\images\MCF38.nii.gz,data\masks\cyst_mcf_38.nii.gz,True,True,320x320x33,320x320x33,320,320,33,320,320,33,3379200,3379200,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,7063,3379200,0.002090139678030303,
train_new,67,NU64,NU,data\images\NU64.nii.gz,data\masks\cyst_nu_64.nii.gz,True,True,256x192x50,256x192x50,256,192,50,256,192,50,2457600,2457600,1.52344x1.52344x5,1.52344x1.52344x5,True,True,76,2457600,3.092447916666667e-05,
train_new,68,NU127,NU,data\images\NU127.nii.gz,data\masks\cyst_nu_127.nii.gz,True,True,320x260x40,320x260x40,320,260,40,320,260,40,3328000,3328000,1.25x1.25x6,1.25x1.25x6,True,True,58,3328000,1.7427884615384614e-05,
train_new,69,CAD283,CAD,data\images\CAD283.nii.gz,data\masks\cyst_cad_283.nii.gz,True,True,256x256x34,256x256x34,256,256,34,256,256,34,2228224,2228224,1.17188x1.13525x4.4,1.17188x1.13525x4.4,True,True,5589,2228224,0.002508275649126838,
train_new,70,CAD225,CAD,data\images\CAD225.nii.gz,data\masks\cyst_cad_225.nii.gz,True,True,256x256x40,256x256x40,256,256,40,256,256,40,2621440,2621440,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,6157,2621440,0.0023487091064453127,
train_new,71,MCF10,MCF,data\images\MCF10.nii.gz,data\masks\cyst_mcf_10.nii.gz,True,True,320x320x37,320x320x37,320,320,37,320,320,37,3788800,3788800,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,5125,3788800,0.0013526710304054054,
train_new,72,MCF28,MCF,data\images\MCF28.nii.gz,data\masks\cyst_mcf_28.nii.gz,True,True,320x320x34,320x320x34,320,320,34,320,320,34,3481600,3481600,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,10092,3481600,0.0028986672794117647,
train_new,73,CAD228,CAD,data\images\CAD228.nii.gz,data\masks\cyst_cad_228.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.09375x1.09375x4.39999,1.09375x1.09375x4.39999,True,True,12630,1966080,0.0064239501953125,
train_new,74,CAD137,CAD,data\images\CAD137.nii.gz,data\masks\cyst_cad_137.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,0.9375x0.9375x4.4,0.9375x0.9375x4.4,True,True,32,1966080,1.6276041666666666e-05,
train_new,75,IU51,IU,data\images\IU51.nii.gz,data\masks\cyst_iu_51.nii.gz,True,True,320x260x35,320x260x35,320,260,35,320,260,35,2912000,2912000,1.125x1.125x7.2,1.125x1.125x7.2,True,True,1269,2912000,0.00043578296703296706,
train_new,76,MCF25,MCF,data\images\MCF25.nii.gz,data\masks\cyst_mcf_25.nii.gz,True,True,512x512x32,512x512x32,512,512,32,512,512,32,8388608,8388608,0.7813x0.7813x5.3,0.7813x0.7813x5.3,True,True,44737,8388608,0.005333065986633301,
train_new,77,CAD167,CAD,data\images\CAD167.nii.gz,data\masks\cyst_cad_167.nii.gz,True,True,256x256x24,256x256x24,256,256,24,256,256,24,1572864,1572864,1.01562x1.01562x4.4,1.01562x1.01562x4.4,True,True,119,1572864,7.565816243489583e-05,
train_new,78,EMC009,EMC,data\images\EMC009.nii.gz,data\masks\cyst_emc_009.nii.gz,True,True,512x512x34,512x512x34,512,512,34,512,512,34,8912896,8912896,0.7813x0.7813x6.60001,0.7813x0.7813x6.60001,True,True,30966,8912896,0.003474291633157169,
train_new,79,MCF06,MCF,data\images\MCF06.nii.gz,data\masks\cyst_mcf_06.nii.gz,True,True,320x320x32,320x320x32,320,320,32,320,320,32,3276800,3276800,0.90625x0.90625x4.4,0.90625x0.90625x4.4,True,True,11221,3276800,0.00342437744140625,
train_new,80,EMC030,EMC,data\images\EMC030.nii.gz,data\masks\cyst_emc_030.nii.gz,True,True,512x512x35,512x512x35,512,512,35,512,512,35,9175040,9175040,0.7813x0.7813x6.6,0.7813x0.7813x6.6,True,True,1875,9175040,0.00020435878208705356,
train_new,81,NU41,NU,data\images\NU41.nii.gz,data\masks\cyst_nu_41.nii.gz,True,True,256x256x25,256x256x25,256,256,25,256,256,25,1638400,1638400,1.17188x1.17188x7.8,1.17188x1.17188x7.8,True,True,721,1638400,0.0004400634765625,
train_new,82,CAD250,CAD,data\images\CAD250.nii.gz,data\masks\cyst_cad_250.nii.gz,True,True,256x256x34,256x256x34,256,256,34,256,256,34,2228224,2228224,1.17188x1.17188x4.4,1.17188x1.17188x4.4,True,True,2152,2228224,0.0009657915900735295,
train_new,83,EMC049,EMC,data\images\EMC049.nii.gz,data\masks\cyst_emc_049.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.48438x1.48438x7.2,1.48438x1.48438x7.2,True,True,205,1966080,0.00010426839192708333,
train_new,84,CAD178,CAD,data\images\CAD178.nii.gz,data\masks\cyst_cad_178.nii.gz,True,True,256x256x33,256x256x33,256,256,33,256,256,33,2162688,2162688,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,1449,2162688,0.0006699995561079545,
train_new,85,CAD183,CAD,data\images\CAD183.nii.gz,data\masks\cyst_cad_183.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,962,1966080,0.0004892985026041667,
train_new,86,EMC065,EMC,data\images\EMC065.nii.gz,data\masks\cyst_emc_065.nii.gz,True,True,512x512x42,512x512x42,512,512,42,512,512,42,11010048,11010048,0.878906x0.878906x6,0.878906x0.878906x6,True,True,1654,11010048,0.00015022641136532738,
train_new,87,NYU0039,NYU,data\images\NYU0039.nii.gz,data\masks\cyst_nyu_0039.nii.gz,True,True,256x208x54,256x208x54,256,208,54,256,208,54,2875392,2875392,1.5625x1.5625x4.4,1.5625x1.5625x4.4,True,True,3174,2875392,0.0011038494925213675,
train_new,88,NYU0112,NYU,data\images\NYU0112.nii.gz,data\masks\cyst_nyu_0112.nii.gz,True,True,256x256x60,256x256x60,256,256,60,256,256,60,3932160,3932160,1.5625x1.5625x4.4,1.5625x1.5625x4.4,True,True,1110,3932160,0.00028228759765625,
train_new,89,NYU0119,NYU,data\images\NYU0119.nii.gz,data\masks\cyst_nyu_0119.nii.gz,True,True,256x232x51,256x232x51,256,232,51,256,232,51,3028992,3028992,1.26953x1.26953x4.4,1.26953x1.26953x4.4,True,True,109,3028992,3.598556879648411e-05,
train_new,90,NU144,NU,data\images\NU144.nii.gz,data\masks\cyst_nu_144.nii.gz,True,True,320x310x57,320x310x57,320,310,57,320,310,57,5654400,5654400,1.125x1.125x5,1.125x1.125x5,True,True,67,5654400,1.1849179400113186e-05,
train_new,91,IU45,IU,data\images\IU45.nii.gz,data\masks\cyst_iu_45.nii.gz,True,True,320x260x35,320x260x35,320,260,35,320,260,35,2912000,2912000,1.125x1.125x7.2,1.125x1.125x7.2,True,True,395,2912000,0.00013564560439560439,
train_new,92,NU114,NU,data\images\NU114.nii.gz,data\masks\cyst_nu_114.nii.gz,True,True,320x272x58,320x272x58,320,272,58,320,272,58,5048320,5048320,1.25x1.25x5,1.25x1.25x5,True,True,635,5048320,0.00012578441937119675,
train_new,93,CAD258,CAD,data\images\CAD258.nii.gz,data\masks\cyst_cad_258.nii.gz,True,True,256x256x40,256x256x40,256,256,40,256,256,40,2621440,2621440,1.17188x1.17188x4.4,1.17188x1.17188x4.4,True,True,4593,2621440,0.0017520904541015625,
train_new,94,CAD170,CAD,data\images\CAD170.nii.gz,data\masks\cyst_cad_170.nii.gz,True,True,256x256x34,256x256x34,256,256,34,256,256,34,2228224,2228224,1.09375x1.09375x4.39999,1.09375x1.09375x4.39999,True,True,1282,2228224,0.0005753461052389705,
train_new,95,IU34,IU,data\images\IU34.nii.gz,data\masks\cyst_iu_34.nii.gz,True,True,512x416x45,512x416x45,512,416,45,512,416,45,9584640,9584640,0.703125x0.703125x7.2,0.703125x0.703125x7.2,True,True,8123,9584640,0.0008475018362713675,
train_new,96,NU110,NU,data\images\NU110.nii.gz,data\masks\cyst_nu_110.nii.gz,True,True,256x256x45,256x256x45,256,256,45,256,256,45,2949120,2949120,1.32812x1.32812x5,1.32812x1.32812x5,True,True,146,2949120,4.950629340277778e-05,
train_new,97,CAD313,CAD,data\images\CAD313.nii.gz,data\masks\cyst_cad_313.nii.gz,True,True,256x256x40,256x256x40,256,256,40,256,256,40,2621440,2621440,1.09375x1.09375x4.40001,1.09375x1.09375x4.40001,True,True,15202,2621440,0.005799102783203125,
train_new,98,NYU0049,NYU,data\images\NYU0049.nii.gz,data\masks\cyst_nyu_0049.nii.gz,True,True,320x320x37,320x320x37,320,320,37,320,320,37,3788800,3788800,1.09375x1.09375x6,1.09375x1.09375x6,True,True,771,3788800,0.00020349451013513514,
train_new,99,CAD120,CAD,data\images\CAD120.nii.gz,data\masks\cyst_cad_120.nii.gz,True,True,256x256x30,256x256x30,256,256,30,256,256,30,1966080,1966080,1.09375x1.09375x4.4,1.09375x1.09375x4.4,True,True,174,1966080,8.85009765625e-05,
train_new,100,NYU0033,NYU,data\images\NYU0033.nii.gz,data\masks\cyst_nyu_0033.nii.gz,True,True,320x240x40,320x240x40,320,240,40,320,240,40,3072000,3072000,1.09375x1.09375x3,1.09375x1.09375x3,True,True,1298,3072000,0.00042252604166666664,
train_new,101,NU134,NU,data\images\NU134.nii.gz,data\masks\cyst_nu_134.nii.gz,True,True,320x270x38,320x270x38,320,270,38,320,270,38,3283200,3283200,1.125x1.125x8.10811,1.125x1.125x8.10811,True,True,106,3283200,3.228557504873294e-05,
